Category,Text
Books,"Terracotta Journey Shadu Clay Powder Bag Ready to Use for Eco-Friendly Ganesha, Sculpture and Modeling, Jewellery and Pottery (Yellow) Shadu clay powder, natural clay this clay for craft is extremely versatile with its air drying properties and can be used in jewellery making, arts & crafts projects, school & college model making projects & sculptures"
Books,"Sara Earthenware Terracotta Clay,1 Kg SARA is a high quality low fire earthenware modeling clay in brown colour. This soft clay is ideal for hand building (hand modeling), sculpting, wheel throwing in pottery and ceramics. SARA moist clay offers great pliability and moulding capabilities, giving the artist a wide scope for artistic creations. SARA is non –toxic, natural clay suitable for children over the age of 3 years to use. Maximum firing range is 1100 degrees centigrade and glaze firing temperature is 03."
Books,"Lotus Herbals Ecostay Kajal, 1.2g The formula gives smooth-powdery intense color pay-off combined with excellent blendability and waterproof long lastingness."
Books,"Colorbar Waterproof Liquid Eyeliner, Black The Waterproof Liquid Eye Liner Is Long-Lasting And Does Not Smudge, Crack, Flake Or Peel. With Its High Definition Flexible Felt Tip Applicator, One Stroke Is Enough To Define A Fine Or Thick Line. Fast Drying, Waterproof Liquid Eye Liner Is Suitable For Sensitive Eyes And Those Who Wear Contact Lenses Too!"
Books,"LA Girl Pro Conceal, Orange Corrector, 8g Crease resistant, opaque coverage in a creamy yet lightweight texture. The long wearing formula camouflages darkness under the eyes, redness and skin imperfections. This bendable and buildable formula provides the ultimate, customizable coverage. This must have concealer includes a soft brush tip for easy application. Provides complete, natural looking coverage, evens skin tone, covers dark circles and minimizes fine lines around the eyes. Camouflages the appearance of skin imperfections evens out skin tone, covers dark circles, minimizes fine lines, provides customizable coverage."
Books,"LA Girl HD Pro Conceal, Creamy Beige, 8g Size:1                                                                                 |                            Colour:Creamy Beige   Crease resistant, opaque coverage in a creamy yet lightweight texture. The long wearing formula camouflages darkness under the eyes, redness and skin imperfections. This bendable and buildable formula provides the ultimate, customizable coverage. This must have concealer includes a soft brush tip for easy application. Provides complete, natural looking coverage, evens skin tone, covers dark circles and minimizes fine lines around the eyes. Camouflages the appearance of skin imperfections evens out skin tone, covers dark circles, minimizes fine lines, provides customizable coverage."
Books,"LA Girl Pro Conceal, Orange Corrector, 8g Crease resistant, opaque coverage in a creamy yet lightweight texture. The long wearing formula camouflages darkness under the eyes, redness and skin imperfections. This bendable and buildable formula provides the ultimate, customizable coverage. This must have concealer includes a soft brush tip for easy application. Provides complete, natural looking coverage, evens skin tone, covers dark circles and minimizes fine lines around the eyes. Camouflages the appearance of skin imperfections evens out skin tone, covers dark circles, minimizes fine lines, provides customizable coverage."
Books,"Lotus Herbals Ecostay Kajal, 1.2g The formula gives smooth-powdery intense color pay-off combined with excellent blendability and waterproof long lastingness."
Books,"LA Girl HD Pro Conceal, Fawn, 8g Colour:Fawn   Crease resistant, opaque coverage in a creamy yet lightweight texture. The long wearing formula camouflages darkness under the eyes, redness and skin imperfections. This bendable and buildable formula provides the ultimate, customizable coverage. This must have concealer includes a soft brush tip for easy application. Provides complete, natural looking coverage, evens skin tone, covers dark circles and minimizes fine lines around the eyes. Camouflages the appearance of skin imperfections evens out skin tone, covers dark circles, minimizes fine lines, provides customizable coverage."
Books,"Colorbar Ultimate Eye Liner, Black, 1ml Colour:Black   Ultimate Eyeliner by Colorbar is a unique product which is perfect for defining your eyes in a lightning speed without any application difficulty. Its professional flexible brush offers great accuracy to line and define the eyes, ensuring an even application. Enables ease of use with the optimal control to give jet black color."
Books,"Colorbar Waterproof Liquid Eyeliner, Black The Waterproof Liquid Eye Liner Is Long-Lasting And Does Not Smudge, Crack, Flake Or Peel. With Its High Definition Flexible Felt Tip Applicator, One Stroke Is Enough To Define A Fine Or Thick Line. Fast Drying, Waterproof Liquid Eye Liner Is Suitable For Sensitive Eyes And Those Who Wear Contact Lenses Too!"
Books,"Wet 'n Wild Color Icon Kohl Liner Pencil, Calling Your Buff, 1.4g Colour:Calling Your Buff   *Sniff*:’) we’re gonna get all sentimental here. We remember it so fondly. You were a preteen, first experimenting with makeup, going to the drugstore with only a buck in your pocket and getting your first wet n wild eyeliner. We were there for you then and we’re here for you now – better than ever. These 12-hour, long-wearing liners have rich, hyper-pigmented colour, an oh-so-smooth, oh-so-creamy application, and are versatile enough to create any look you want. No wonder they’re so raved about by celebs and makeup artists. But don’t worry, just because we’re all Hollywood now doesn’t mean we’ve forgotten about you. What was your first wet n’ wild eyeliner colour? Ours was blue."
Books,"Faces Long Wear Eye Pencil, Solid Black 02, 1.2g Colour:Solid Black 02   Change your color, transform your look. Get an intense, high shine finish with this amazing eye pencil. Available in colors that will add an unforgettable hue to your look. Remember to use with Faces dual eye pencil sharpener, for best results."
Books,"Colorbar Just Smoky Kajal, Just Black, 1.2g Colour:Just Black   Just Smoky Kajal gets you Glam ready in just 50 seconds. This long-lasting, multi-tasking eye pencil gives you 3-in-1 benefits of an Eyeliner, Kajal and an Eye Shadow. It helps you to achieve the mysterious smoky-eyed look which will last for up to 12 hours. It comes with a built-in smudger that is as soft as a cushion which can be used to demystify the art of smoky eyes. The intense color and matte texture of the pencil adds definition and drama to your eyes. It has waterproof property and does not transfer"
Books,"Faces Long Wear Eye Pencil, Solid Black 02, 1.2g Colour:Solid Black 02   Change your color, transform your look. Get an intense, high shine finish with this amazing eye pencil. Available in colors that will add an unforgettable hue to your look. Remember to use with Faces dual eye pencil sharpener, for best results."
Books,"Deals India Rabbit with Carrot Stuffed Soft Plush Toy, White (26 cm) Deals India brings to you an adorable Deals India rabbit with carrot stuffed soft plush toy 26 cm. Delight your little ones this year by presenting them with an adorable soft toy. This soft toy into their bedroom will give them endless hours of fun-filled playtime. Crafted with perfection using the finest materials, non-toxic and soft fabric soft and cuddly filling h home washable huggable and loveable for someone special size, 26x10x8 Deals India rabbit with carrot stuffed soft plush toy 26 cm."
Books,"Deals India Rabbit with Carrot Stuffed Soft Plush Toy, White (26 cm) Deals India brings to you an adorable Deals India rabbit with carrot stuffed soft plush toy 26 cm. Delight your little ones this year by presenting them with an adorable soft toy. This soft toy into their bedroom will give them endless hours of fun-filled playtime. Crafted with perfection using the finest materials, non-toxic and soft fabric soft and cuddly filling h home washable huggable and loveable for someone special size, 26x10x8 Deals India rabbit with carrot stuffed soft plush toy 26 cm."
Books,"Street27 80pcs Plastic Safety Dolls Eyes Nose for Bear Making DIY Plush Soft Toys - Black Nose Description:Dolls black eyes and colorful nifty nose in assorted sizeEach box includes 80 pieces?60 pcs doll eyes and 20pcs dolls noses?Suitable for DIY puppets, doll, Bear, plush animals, etc.Give your lovely doll have brand new eyes and nifty noseBrand new and high quality?great for hand makingMaterial: PlasticColor ?Nose?Black??Eye ?black?Specification:Eyes size?Dia?approx. 18mm/0.70inch?10pcs?+ 15mm/0.59inch?10pcs?+ 11mm/0.43inch?20pcs?+ 10mm/0.39inch?20pcs?Nose size?L*W*H?approx. 20*8*17mm/ 0.78*0.31*0.66inch?10pcs?+ 14*4*10mm/ 0.66*0.15*0.39inch?10pcs?Package Includes:60 pieces Safety Doll Eyes20 pieces Doll NosesNote:The color might be slight different from the picture due to some factors, such as lighting effect.Please allow slight deviation of measurement for manual measure.Dot not let children put small parts into mouth for fear of swallowing."
Books,"Homyl Triangle Safety Screw Eyes Noses for Teddy Bear Doll Animal Making - as described, 50 Pieces 14x7x6mm Black Size:50 Pieces 14x7x6mm Black                                                                                 |                            Color:as described   Description: - Triangle Shape Safety eyes and noses with screw are made of good quality , solid and durable, looks glossy and smooth - Washers can prevent the eyes from falling out - These safety eyes are suitable for many kinds of puppets, like doll, teddy bear, plush animals, etc; a good selection for DIY crafts - Great for kids, children and hobbyist dolls makingSpecification: - Material:Package Includes: Safety Noses Eyes"
Books,"Prettyia Triangle Black Safety Eyes Noses for Bear Doll Animals Toys Making - as described, 30 Pieces 16x13x18mm Black Size:30 Pieces 16x13x18mm Black                                                                                 |                            Color:as described   Description: - Triangle Shape Safety eyes and noses with screw are made of good quality , solid and durable, looks glossy and smooth - Washers can prevent the eyes from falling out - These safety eyes are suitable for many kinds of puppets, like doll, teddy bear, plush animals, etc; a good selection for DIY crafts - Great for kids, children and hobbyist dolls makingSpecification: - Material:Package Includes: Safety Noses Eyes"
Books,"Homyl Triangle Safety Screw Eyes Noses for Teddy Bear Doll Animal Making - as described, 20 Pieces 30x23x19mm Black Size:20 Pieces 30x23x19mm Black                                                                                 |                            Color:as described   Description: - Triangle Shape Safety eyes and noses with screw are made of good quality , solid and durable, looks glossy and smooth - Washers can prevent the eyes from falling out - These safety eyes are suitable for many kinds of puppets, like doll, teddy bear, plush animals, etc; a good selection for DIY crafts - Great for kids, children and hobbyist dolls makingSpecification: - Material:Package Includes: Safety Noses Eyes"
Books,"Prettyia Triangle Black Safety Eyes Noses for Bear Doll Animals Toys Making - as described, 50 Pieces 14x7x5mm Red Size:50 Pieces 14x7x5mm Red                                                                                 |                            Color:as described   Description: - Triangle Shape Safety eyes and noses with screw are made of good quality , solid and durable, looks glossy and smooth - Washers can prevent the eyes from falling out - These safety eyes are suitable for many kinds of puppets, like doll, teddy bear, plush animals, etc; a good selection for DIY crafts - Great for kids, children and hobbyist dolls makingSpecification: - Material:Package Includes: Safety Noses Eyes"
Books,"Albio 80pcs Plastic Safety Dolls Eyes Nose for Bear Making DIY Plush Soft Toys - Coffee Nose Description:Dolls black eyes and colorful nifty nose in assorted sizeEach box includes 80 pieces（60 pcs doll eyes and 20pcs dolls noses）Suitable for DIY puppets, doll, Bear, plush animals, etc.Give your lovely doll have brand new eyes and nifty noseBrand new and high quality，great for hand makingMaterial: PlasticColor ：Nose（Coffee）；Eye （black）Specification:Eyes size（Dia）approx. 18mm/0.70inch（10pcs）+ 15mm/0.59inch（10pcs）+ 11mm/0.43inch（20pcs）+ 10mm/0.39inch（20pcs）Nose size（L*W*H）approx. 20*8*17mm/ 0.78*0.31*0.66inch（10pcs）+ 14*4*10mm/ 0.66*0.15*0.39inch（10pcs）Package Includes:60 pieces Safety Doll Eyes20 pieces Doll NosesNote:The color might be slight different from the picture due to some factors, such as lighting effect.Please allow slight deviation of measurement for manual measure.Dot not let children put small parts into mouth for fear of swallowing."
Electronics,"Homyl Triangle Safety Screw Eyes Noses for Teddy Bear Doll Animal Making - as described, 50 Pieces 14x7x5mm Red Size:50 Pieces 14x7x5mm Red                                                                                 |                            Color:as described   Description: - Triangle Shape Safety eyes and noses with screw are made of good quality , solid and durable, looks glossy and smooth - Washers can prevent the eyes from falling out - These safety eyes are suitable for many kinds of puppets, like doll, teddy bear, plush animals, etc; a good selection for DIY crafts - Great for kids, children and hobbyist dolls makingSpecification: - Material:Package Includes: Safety Noses Eyes"
Electronics,"Homyl 100pcs 17x9mm Screw Safety Eyes Noses with Washers for DIY Craft Bear Animal Dolls Making (Black) Description: - Safety eyes and noses with screw are made of good quality , solid and durable, looks glossy and smooth - Washers can prevent the eyes from falling out - These safety eyes are suitable for many kinds of puppets, like doll, teddy bear, plush animals, etc; a good selection for DIY crafts - Great for kids, children and hobbyist dolls makingSpecification: - Material: - Size: Approx. 17 x 9 mm / 0.67 x 0.35 inchPackage Includes:100 Pieces Safety Eyes Noses"
Electronics,"Prettyia Triangle Black Safety Eyes Noses for Bear Doll Animals Toys Making - as described, 20 Pieces 30x23x19mm Black Size:20 Pieces 30x23x19mm Black                                                                                 |                            Color:as described   Description: - Triangle Shape Safety eyes and noses with screw are made of good quality , solid and durable, looks glossy and smooth - Washers can prevent the eyes from falling out - These safety eyes are suitable for many kinds of puppets, like doll, teddy bear, plush animals, etc; a good selection for DIY crafts - Great for kids, children and hobbyist dolls makingSpecification: - Material:Package Includes: Safety Noses Eyes"
Electronics,"Homyl Triangle Safety Screw Eyes Noses for Teddy Bear Doll Animal Making - as described, 30 Pieces 16x13x18mm Black Size:30 Pieces 16x13x18mm Black                                                                                 |                            Color:as described   Description: - Triangle Shape Safety eyes and noses with screw are made of good quality , solid and durable, looks glossy and smooth - Washers can prevent the eyes from falling out - These safety eyes are suitable for many kinds of puppets, like doll, teddy bear, plush animals, etc; a good selection for DIY crafts - Great for kids, children and hobbyist dolls makingSpecification: - Material:Package Includes: Safety Noses Eyes"
Electronics,"Decals Design 'Floral Branch Antique Flowers' Wall Sticker (PVC Vinyl, 50 cm x 70 cm, Multicolour) Ideal for family lounge, bedroom, cafe and restaurant, kids room, nursery room etc. PVC, non-toxic and waterproof. These wall stickers decorate your home just in minutes. Easy installation the surface you wish to attach your decal must be clean and free from dust, grease or any other contamination. Simply peel those pre-cut pieces of wall stickers off from the backing paper and apply them to the desired area. Refer to the finished design shown in between the sheet and follow the numbers mentioned on the pieces to form the desired pattern. Freshly painted or lacquered surfaces must be allowed to completely cure for minimum 30 days before the decal is applied. After pasting the wall stickers on your wall, press firmly along the border and remove air bubbles if any. Repeat, if required. Do not apply on wet walls. It will be helpful and fun if you take help of your friends or family members."
Electronics,"Decals Design 'Floral Umbrella Girl and Butterflies' Wall Sticker (PVC Vinyl, 50 cm x 70 cm x 1 cm, Multicolour) Ideal for family lounge, bedroom, cafe and restaurant, kids room, nursery room, etc. Features PVC, non-toxic and waterproof. These wall stickers decorate your home just in minutes. Our wall decal application instructions will make it easy for you to apply your wall decals. The surface you wish to attach your decal must be clean and free from dust, grease or any other contamination. Simply peel those pre-cut pieces of wall stickers off from the backing paper and apply them to the desired area. Refer to the finished design shown in between the sheet and follow the numbers mentioned on the pieces to form the desired pattern. Freshly painted or lacquered surfaces must be allowed to completely cure for minimum 30 days before the decal is applied. After pasting the wall stickers on your wall, press firmly along the border and remove air bubbles if any. Repeat, if required. Do not apply on wet walls. It will be helpful and fun if you take help of your friends or family members."
Electronics,"Decals Design 'Floral Umbrella Girl and Butterflies' Wall Sticker (PVC Vinyl, 50 cm x 70 cm x 1 cm, Multicolour) Ideal for family lounge, bedroom, cafe and restaurant, kids room, nursery room, etc. Features PVC, non-toxic and waterproof. These wall stickers decorate your home just in minutes. Our wall decal application instructions will make it easy for you to apply your wall decals. The surface you wish to attach your decal must be clean and free from dust, grease or any other contamination. Simply peel those pre-cut pieces of wall stickers off from the backing paper and apply them to the desired area. Refer to the finished design shown in between the sheet and follow the numbers mentioned on the pieces to form the desired pattern. Freshly painted or lacquered surfaces must be allowed to completely cure for minimum 30 days before the decal is applied. After pasting the wall stickers on your wall, press firmly along the border and remove air bubbles if any. Repeat, if required. Do not apply on wet walls. It will be helpful and fun if you take help of your friends or family members."
Electronics,"Ilu Dream Catcher Wall Hanging Handmade Beaded Circular Net Decoration Ornament Size 16 Cm Diameter Color:Multicolor   This Is A Beautiful Legend About Indian. It Is Said That Both Good Dreams And Bad Dreams Circulate In The Night Air, The Dream Catcher Helps To Get Rid Of The Nightmare. Those Nightmares Are Mounted In The Net, Then Disappear At The First Light Of Dawn While Good Dreams Gently Slid Through The Center Hole Into Sleeper'S Mind. It'S Best Wishes Gift For Your Kids, Parents,Grandparents,Friends,Family And So On. This Beautiful Dream Catcher Is Wall Hanging Art And Great Gift! Plus Peaceful Dreams.For Home Decor Accents,Bedroom,Baby Tent,Kids' Wall Decor,Sitting Room,Balcony,Party Decorative Hanging Ornaments."
Electronics,"Satyam Kraft 5 String line White Orchid Artificial Flower bunch for home decor length 24 valentine gift ,diwali gift ,diwali decor (Orchid - White) artificial flowers for decoration /artificial flowers for home decor /artificial flowers for vases /artificial flower craft /artificial flower decoration /artificial flower for gift /artificial flower for craft Color:Orchid - White   Due to the difference on sunlight ,displays,configurations and diverse opinions on color,color shading is inevitable. Artificial Flowers Explanation -- Please do not expose artificial flowers to exposure under the burning sun for a long time, otherwise the flowers will lose their bright colors and become dull --Because the closed airtight of the product in transportation, it is normal for having some taste. You could put them in a ventilated place for a while, and the smell will disappear slowly Artificial Flower Maintenance As artificial flowers are purchased online, some deformation and other inconveniences appear in transit, the following are solutions how to restore the deformation of the transport process --Manually Adjust: When the artificial flowers is delivered, they are generally denser to reduce space. After receiving the goods, please manually disperse the branches and petal slowly and adjust them to the most natural state you think --Water Vapor: If encountered in the transport process of extrusion deformation, you could use the water vapor smoked leaves, when the material becomes wet, wrinkles will disappear after drying. This method is common to any kind of silk flower, then blowing with a hair dryer is more conducive to plasticity Warm Notes --Due to light and screen resolution, there may be slight errors in photos and objects. Please forgive that"
Electronics,Litake Submersible Lights RGB LED Lights with Remote Battery Powered Multi-color Waterproof IP67 Floral Decoration for Aquarium Vase Base Party Wedding Halloween Christmas Holiday Lighting-4 Packs by Litake All products are imported from the USA. All electronic products must be used with a step down/up converter for Indian voltage compatibility.
Electronics,"Sphinx Artificial Marigold Fluffy Flowers Garlands for Decoration - Pack of 5 (Light Orange) Color:Light Orange   Made up of recycled fibres/plastic, these beautiful and ethnic artificial flowers garlands have been in tradition for decades. These can be used to decorate your home , office or any public place for any festive event. These are most commonly used to decorate office reception area, walls, in-house doors, main entrance of home or office etc. The product is to be sent as per image shown."
Electronics,"Daedal Dream Catchers Rose Door Set, (Pink) Daedal Crafters is a brand which deals with the handmade products. The raw materials used are handpicked to meet the quality control and are exquisite. Personal care is given to the production of each product. Daedal Crafters aim to deliver products that are aesthetically appealing and are guaranteed to add colour and brighten any room they are showcased in. Daedal Crafters employ women who aren't financially well off and they are the only source of livelihood. The products are handcrafted these women meticulously."
Electronics,"Crazy-Store 6pcs Floral Texture Sheet Set Sugar Craft Decoration Texture Mat Cake Mold Specifications: Material: Plastic Product size: approx. 25 X 17.5 X 0.1cm/9.84 X 6.88 X 0.03inch Product weight: approx. 99g Usage: Slightly spray texture mat with a cooking spray, wipe off excess with a paper towel. Roll fondant to approximately 1/8'' thickness. Lift fondant to ensure fondant is not sticking to the work surface. Dust work surface with powdered sugar if fondant is sticking. Place texture mat on the fondant, firmly roll over the mat, remove mat, cut textured fondant. For cookies, cut fondant with the same cookie cutter used in baking. For cake accents, cut fondant with a mini pizza cutter: For standard cupcakes, cut fondant with a circle cookie cutter(typically, a 3'' round cutter is ideal, but the size of cupcake tops may vary). Attach cut fondant pieces with piping gel or a thin layer of buttercream icing. Use either side of the mat. One side will give a raised impression, while the other will give a recessed impression. Note: Please allow 1-3cm differs due to manual measurement. Due to the different display and different light, the picture may not reflect the actual color of the item. Thanks for your understanding. Package included:6 X Texture Mat"
Electronics,"SPHINX Artificial Jasmine Flowers Garlands for Decoration (5) Item Package Quantity:5   Made up of polyester blend, these beautiful and ethnic artificial flowers garlands have been in tradition for decades. These can be used to decorate your home , office or any public place for any festive event. These are most commonly used to decorate office reception area, walls, in-house doors, main entrance of home or office etc. The product is to be sent as per image shown. The best thing about these artificial flower garlands is that you can re-use it several times and these are very easy to maintain. CLEANING INSTRUCTIONS: Leave the garlands in detergent mixed water for about 5 minutes. Wash gently with hands. Do not squeeze. Dry in cool and shadow space under fan. By doing a simple effort for just 15-20 minutes, these artificial flowers garlands are ready to use again and again."
Electronics,"Decals Design 'Dreamy Pink Flowers Blowing' Wall Sticker (PVC Vinyl, 50 cm x 70 cm, Multicolour) Ideal for family lounge, bedroom, cafe and restaurant, kids room, nursery room etc. PVC, non-toxic and waterproof. These wall stickers decorate your home just in minutes. Easy installation the surface you wish to attach your decal must be clean and free from dust, grease or any other contamination. Simply peel those pre-cut pieces of wall stickers off from the backing paper and apply them to the desired area. Refer to the finished design shown in between the sheet and follow the numbers mentioned on the pieces to form the desired pattern. Freshly painted or lacquered surfaces must be allowed to completely cure for minimum 30 days before the decal is applied. After pasting the wall stickers on your wall, press firmly along the border and remove air bubbles if any. Repeat, if required. Do not apply on wet walls. It will be helpful and fun if you take help of your friends or family members."
Electronics,SPHINX Small Artificial Roses Bunches for Floral Arrangements/Decoration (Color as per Stock) Set of (5) Item Package Quantity:5   SPHINX Small Artificial Roses Bunches for decoration comes in brigh colors. These small roses bunches looks good with small vases or can be attached to wall hooks with hanging platnters/pots.
Electronics,"SPHINX Artificial Jasmine Flowers Garlands for Decoration (5) Item Package Quantity:5   Made up of polyester blend, these beautiful and ethnic artificial flowers garlands have been in tradition for decades. These can be used to decorate your home , office or any public place for any festive event. These are most commonly used to decorate office reception area, walls, in-house doors, main entrance of home or office etc. The product is to be sent as per image shown. The best thing about these artificial flower garlands is that you can re-use it several times and these are very easy to maintain. CLEANING INSTRUCTIONS: Leave the garlands in detergent mixed water for about 5 minutes. Wash gently with hands. Do not squeeze. Dry in cool and shadow space under fan. By doing a simple effort for just 15-20 minutes, these artificial flowers garlands are ready to use again and again."
Electronics,"Dev Artificial Marigold Fluffy Flower Garlands for Decoration of Doors/Windows/Walls - Pack of 5 Pieces (Lemon Yellow) Length - 5 feet approx (each stings), Material - Plastic,Uses - Party Decorations, Wedding Decorations, Mandap Decorations, Stage Decorations, Tent Decorations, Henna Decorations, Indian Traditional Decorations, Party Backdrops, Home Decor, Ethnic Indian Decorations, Indian Events, College Dorm Decor, Indian Wedding Decorations, Flower Decoration Etc"
Electronics,"ITOS365 Jewellery Box for Women Wooden Flip Flap Flower Design Handmade Gift, 8 inches Protect and preserve your valuables with this handcrafted wooden jewelry box. You always want to keep your best valuables precious jewelry safely. This wooden jewelry box is ideal for organizing your jewellery collection. This classical wooden jewelry storage case has been built from real wood and polished gold hardware. A stylish way to keep your jewelry organized. This wooden jewelry box has a curved, traditional design, rich brown finish."
Electronics,"SAF 'Flower Floral' Painting (Synthetic, 13.5 inch x 22 inch) Color:Multicolour                                                                                 |                            Size:35 cm x 3 cm x 38 cm   It is a textured effect canvas print with UV which gives a multi-effect. It is in a Italian designed frame in a synthetic material."
Electronics,"Daedal Crafters- Medium Size Garland(75 cms), Maroon DC158 Daedal Crafters is a brand which deals with the handmade products. The raw materials used are handpicked to meet the quality control and are exquisite. Personal care is given to the production of each product. Daedal Crafters aim to deliver products that are aesthetically appealing and are guaranteed to add color and brighten any room they are showcased in. Daedal Crafters employ women who aren’t financially well off and they are the only source of livelihood. The products are handcrafted by these women meticulously."
Electronics,Litake Submersible Lights RGB LED Lights with Remote Battery Powered Multi-color Waterproof IP67 Floral Decoration for Aquarium Vase Base Party Wedding Halloween Christmas Holiday Lighting-4 Packs by Litake All products are imported from the USA. All electronic products must be used with a step down/up converter for Indian voltage compatibility.
Electronics,"Decals Design 'Pretty Tropical Birds on Floral Branch' Wall Decal (PVC Vinyl, 60 cm x 45 cm x 60 cm) Ideal for family lounge, bedroom, cafe and restaurant, kids room, nursery room, etc. Features PVC, non-toxic and waterproof material. These wall stickers decorate your home just in minutes. Our wall decal application instructions will make it easy for you to apply your wall decals. The surface you wish to attach your decal must be clean and free from dust, grease or any other contamination. Simply peel those pre-cut pieces of wall stickers off from the backing paper and apply them to the desired area. Refer to the finished design shown in between the sheet and follow the numbers mentioned on the pieces to form the desired pattern. Freshly painted or lacquered surfaces must be allowed to completely cure for minimum 30 days before the decal is applied. After pasting the wall stickers on your wall, press firmly along the border and remove air bubbles if any. Repeat, if required. Do not apply on wet walls. It will be helpful and fun if you take help of your friends or family members."
Electronics,"SUPVOX 3pcs Floral Foam Brick Florist Blocks Wedding Car Flowers Holder DescriptionThis is a set of 3 pieces Wedding Car Centerpiece Sucker Base. Square sucker bottom equipped 5 sucker will firmly suck in wedding car, perfect wedding decoration, cater to the full-bodied holiday atmosphere, adds happiness for your wedding.Feature- Color: Green.- Material: Plastic.- Size: 12x12x9cm.Package Including3 x Flower Belt Wedding Car Sucker Wedding Car Wedding Supplies Car Decoration Wedding Party Supplies"
Electronics,"Decals Design 'Floral Branch with Realistic Flowers' Wall Sticker (PVC Vinyl, 50 cm x 70 cm) Ideal for family lounge, bedroom, cafe and restaurant, kids room, nursery room etc. PVC, non-toxic and waterproof. These wall stickers decorate your home just in minutes. Easy installation the surface you wish to attach your decal must be clean and free from dust, grease or any other contamination. Simply peel those pre-cut pieces of wall stickers off from the backing paper and apply them to the desired area. Refer to the finished design shown in between the sheet and follow the numbers mentioned on the pieces to form the desired pattern. Freshly painted or lacquered surfaces must be allowed to completely cure for minimum 30 days before the decal is applied. After pasting the wall stickers on your wall, press firmly along the border and remove air bubbles if any. Repeat, if required. Do not apply on wet walls. It will be helpful and fun if you take help of your friends or family members."
Electronics,"Decals Design 'Floral Branch with Realistic Flowers' Wall Sticker (PVC Vinyl, 50 cm x 70 cm) Ideal for family lounge, bedroom, cafe and restaurant, kids room, nursery room etc. PVC, non-toxic and waterproof. These wall stickers decorate your home just in minutes. Easy installation the surface you wish to attach your decal must be clean and free from dust, grease or any other contamination. Simply peel those pre-cut pieces of wall stickers off from the backing paper and apply them to the desired area. Refer to the finished design shown in between the sheet and follow the numbers mentioned on the pieces to form the desired pattern. Freshly painted or lacquered surfaces must be allowed to completely cure for minimum 30 days before the decal is applied. After pasting the wall stickers on your wall, press firmly along the border and remove air bubbles if any. Repeat, if required. Do not apply on wet walls. It will be helpful and fun if you take help of your friends or family members."
Electronics,"Decals Design 'Pretty Tropical Birds on Floral Branch' Wall Decal (PVC Vinyl, 60 cm x 45 cm x 60 cm) Ideal for family lounge, bedroom, cafe and restaurant, kids room, nursery room, etc. Features PVC, non-toxic and waterproof material. These wall stickers decorate your home just in minutes. Our wall decal application instructions will make it easy for you to apply your wall decals. The surface you wish to attach your decal must be clean and free from dust, grease or any other contamination. Simply peel those pre-cut pieces of wall stickers off from the backing paper and apply them to the desired area. Refer to the finished design shown in between the sheet and follow the numbers mentioned on the pieces to form the desired pattern. Freshly painted or lacquered surfaces must be allowed to completely cure for minimum 30 days before the decal is applied. After pasting the wall stickers on your wall, press firmly along the border and remove air bubbles if any. Repeat, if required. Do not apply on wet walls. It will be helpful and fun if you take help of your friends or family members."
Electronics,"Sphinx Artificial Marigold Fluffy Flowers Garlands for Decoration - Pack of 5 (Light Orange) Color:Light Orange   Made up of recycled fibres/plastic, these beautiful and ethnic artificial flowers garlands have been in tradition for decades. These can be used to decorate your home , office or any public place for any festive event. These are most commonly used to decorate office reception area, walls, in-house doors, main entrance of home or office etc. The product is to be sent as per image shown."
Electronics,SPHINX Small Artificial Roses Bunches for Floral Arrangements/Decoration (Color as per Stock) Set of (5) Item Package Quantity:5   SPHINX Small Artificial Roses Bunches for decoration comes in brigh colors. These small roses bunches looks good with small vases or can be attached to wall hooks with hanging platnters/pots.
Electronics,"Ilu Dream Catcher Wall Hanging Handmade Beaded Circular Net Decoration Ornament Size 16 Cm Diameter Color:Multicolor   This Is A Beautiful Legend About Indian. It Is Said That Both Good Dreams And Bad Dreams Circulate In The Night Air, The Dream Catcher Helps To Get Rid Of The Nightmare. Those Nightmares Are Mounted In The Net, Then Disappear At The First Light Of Dawn While Good Dreams Gently Slid Through The Center Hole Into Sleeper'S Mind. It'S Best Wishes Gift For Your Kids, Parents,Grandparents,Friends,Family And So On. This Beautiful Dream Catcher Is Wall Hanging Art And Great Gift! Plus Peaceful Dreams.For Home Decor Accents,Bedroom,Baby Tent,Kids' Wall Decor,Sitting Room,Balcony,Party Decorative Hanging Ornaments."
Electronics,"Decals Design 'Floral Branch Antique Flowers' Wall Sticker (PVC Vinyl, 50 cm x 70 cm, Multicolour) Ideal for family lounge, bedroom, cafe and restaurant, kids room, nursery room etc. PVC, non-toxic and waterproof. These wall stickers decorate your home just in minutes. Easy installation the surface you wish to attach your decal must be clean and free from dust, grease or any other contamination. Simply peel those pre-cut pieces of wall stickers off from the backing paper and apply them to the desired area. Refer to the finished design shown in between the sheet and follow the numbers mentioned on the pieces to form the desired pattern. Freshly painted or lacquered surfaces must be allowed to completely cure for minimum 30 days before the decal is applied. After pasting the wall stickers on your wall, press firmly along the border and remove air bubbles if any. Repeat, if required. Do not apply on wet walls. It will be helpful and fun if you take help of your friends or family members."
